Location,Source,Date,Water Level (FT),Elevation (FT) NAVD88,Temp (C),Conductivity (UMHOS),Calc Discharge (CFS),Comments
AMW-01B,TREC,8/21/2017 22:00,-10.29,5459.31,11.572,,,
AMW-01B,TREC,8/21/2017 22:15,-10.29,5459.31,11.574,,,
AMW-01B,TREC,8/21/2017 22:30,-10.3,5459.3,11.555,,,
AMW-01B,TREC,8/21/2017 22:45,-10.3,5459.3,11.566,,,
AMW-01B,TREC,8/21/2017 23:00,-10.3,5459.3,11.566,,,
AMW-01B,TREC,8/21/2017 23:15,-10.29,5459.31,11.561,,,
AMW-01B,TREC,8/21/2017 23:30,-10.3,5459.3,11.565,,,
AMW-01B,TREC,8/21/2017 23:45,-10.3,5459.3,11.572,,,
AMW-01B,TREC,8/22/2017 0:00,-10.29,5459.31,11.571,,,
AMW-01B,TREC,8/22/2017 0:15,-10.29,5459.31,11.581,,,
AMW-01B,TREC,8/22/2017 0:30,-10.3,5459.3,11.565,,,
AMW-01B,TREC,8/22/2017 0:45,-10.3,5459.3,11.567,,,
AMW-01B,TREC,8/22/2017 1:00,-10.29,5459.31,11.571,,,
AMW-01B,TREC,8/22/2017 1:15,-10.29,5459.31,11.578,,,
AMW-01B,TREC,8/22/2017 1:30,-10.3,5459.3,11.574,,,
AMW-01B,TREC,8/22/2017 1:45,-10.29,5459.31,11.575,,,
AMW-01B,TREC,8/22/2017 2:00,-10.3,5459.3,11.575,,,
AMW-01B,TREC,8/22/2017 2:15,-10.3,5459.3,11.568,,,
AMW-01B,TREC,8/22/2017 2:30,-10.29,5459.31,11.57,,,
AMW-01B,TREC,8/22/2017 2:45,-10.29,5459.31,11.572,,,
AMW-01B,TREC,8/22/2017 3:00,-10.29,5459.31,11.566,,,
AMW-01B,TREC,8/22/2017 3:15,-10.29,5459.31,11.576,,,
AMW-01B,TREC,8/22/2017 3:30,-10.29,5459.31,11.571,,,
AMW-01B,TREC,8/22/2017 3:45,-10.29,5459.31,11.566,,,
AMW-01B,TREC,8/22/2017 4:00,-10.29,5459.31,11.581,,,
AMW-01B,TREC,8/22/2017 4:15,-10.29,5459.31,11.577,,,
AMW-01B,TREC,8/22/2017 4:30,-10.29,5459.31,11.571,,,
AMW-01B,TREC,8/22/2017 4:45,-10.29,5459.31,11.572,,,
AMW-01B,TREC,8/22/2017 5:00,-10.29,5459.31,11.57,,,
AMW-01B,TREC,8/22/2017 5:15,-10.29,5459.31,11.571,,,
AMW-01B,TREC,8/22/2017 5:30,-10.29,5459.31,11.568,,,
AMW-01B,TREC,8/22/2017 5:45,-10.28,5459.32,11.571,,,
AMW-01B,TREC,8/22/2017 6:00,-10.29,5459.31,11.571,,,
AMW-01B,TREC,8/22/2017 6:15,-10.29,5459.31,11.567,,,
AMW-01B,TREC,8/22/2017 6:30,-10.29,5459.31,11.573,,,
AMW-01B,TREC,8/22/2017 6:45,-10.28,5459.32,11.575,,,
AMW-01B,TREC,8/22/2017 7:00,-10.29,5459.31,11.578,,,
AMW-01B,TREC,8/22/2017 7:15,-10.29,5459.31,11.578,,,
AMW-01B,TREC,8/22/2017 7:30,-10.29,5459.31,11.575,,,
AMW-01B,TREC,8/22/2017 7:45,-10.29,5459.31,11.574,,,
AMW-01B,TREC,8/22/2017 8:00,-10.3,5459.3,11.577,,,
AMW-01B,TREC,8/22/2017 8:15,-10.3,5459.3,11.578,,,
AMW-01B,TREC,8/22/2017 8:30,-10.3,5459.3,11.575,,,
AMW-01B,TREC,8/22/2017 8:45,-10.3,5459.3,11.573,,,
AMW-01B,TREC,8/22/2017 9:00,-10.3,5459.3,11.576,,,
AMW-01B,TREC,8/22/2017 9:15,-10.31,5459.29,11.575,,,
AMW-01B,TREC,8/22/2017 9:30,-10.3,5459.3,11.576,,,
AMW-01B,TREC,8/22/2017 9:45,-10.31,5459.29,11.578,,,
AMW-01B,TREC,8/22/2017 10:00,-10.3,5459.3,11.576,,,
AMW-01B,TREC,8/22/2017 10:15,-10.31,5459.29,11.573,,,
AMW-01B,TREC,8/22/2017 10:30,-10.3,5459.3,11.579,,,
AMW-01B,TREC,8/22/2017 10:45,-10.31,5459.29,11.577,,,
AMW-01B,TREC,8/22/2017 11:00,-10.3,5459.3,11.573,,,
AMW-01B,TREC,8/22/2017 11:15,-10.31,5459.29,11.572,,,
AMW-01B,TREC,8/22/2017 11:30,-10.3,5459.3,11.571,,,
AMW-01B,TREC,8/22/2017 11:45,-10.31,5459.29,11.578,,,
AMW-01B,TREC,8/22/2017 12:00,-10.3,5459.3,11.575,,,
AMW-01B,TREC,8/22/2017 12:15,-10.3,5459.3,11.572,,,
AMW-01B,TREC,8/22/2017 12:30,-10.29,5459.31,11.572,,,
AMW-01B,TREC,8/22/2017 12:45,-10.3,5459.3,11.577,,,
AMW-01B,TREC,8/22/2017 13:00,-10.29,5459.31,11.573,,,
AMW-01B,TREC,8/22/2017 13:15,-10.3,5459.3,11.574,,,
AMW-01B,TREC,8/22/2017 13:30,-10.29,5459.31,11.573,,,
AMW-01B,TREC,8/22/2017 13:45,-10.3,5459.3,11.576,,,
AMW-01B,TREC,8/22/2017 14:00,-10.29,5459.31,11.582,,,
AMW-01B,TREC,8/22/2017 14:15,-10.3,5459.3,11.582,,,
AMW-01B,TREC,8/22/2017 14:30,-10.29,5459.31,11.585,,,
AMW-01B,TREC,8/22/2017 14:45,-10.29,5459.31,11.582,,,
AMW-01B,TREC,8/22/2017 15:00,-10.29,5459.31,11.576,,,
AMW-01B,TREC,8/22/2017 15:15,-10.29,5459.31,11.577,,,
AMW-01B,TREC,8/22/2017 15:30,-10.28,5459.32,11.574,,,
AMW-01B,TREC,8/22/2017 15:45,-10.29,5459.31,11.577,,,
AMW-01B,TREC,8/22/2017 16:00,-10.28,5459.32,11.578,,,
AMW-01B,TREC,8/22/2017 16:15,-10.28,5459.32,11.57,,,
AMW-01B,TREC,8/22/2017 16:30,-10.28,5459.32,11.57,,,
AMW-01B,TREC,8/22/2017 16:45,-10.28,5459.32,11.575,,,
AMW-01B,TREC,8/22/2017 17:00,-10.28,5459.32,11.579,,,
AMW-01B,TREC,8/22/2017 17:15,-10.29,5459.31,11.579,,,
AMW-01B,TREC,8/22/2017 17:30,-10.28,5459.32,11.565,,,
AMW-01B,TREC,8/22/2017 17:45,-10.28,5459.32,11.566,,,
AMW-01B,TREC,8/22/2017 18:00,-10.28,5459.32,11.575,,,
AMW-01B,TREC,8/22/2017 18:15,-10.28,5459.32,11.576,,,
AMW-01B,TREC,8/22/2017 18:30,-10.28,5459.32,11.576,,,
AMW-01B,TREC,8/22/2017 18:45,-10.28,5459.32,11.583,,,
AMW-01B,TREC,8/22/2017 19:00,-10.28,5459.32,11.581,,,
AMW-01B,TREC,8/22/2017 19:15,-10.27,5459.33,11.577,,,
AMW-01B,TREC,8/22/2017 19:30,-10.27,5459.33,11.572,,,
AMW-01B,TREC,8/22/2017 19:45,-10.26,5459.34,11.57,,,
AMW-01B,TREC,8/22/2017 20:00,-10.28,5459.32,11.577,,,
AMW-01B,TREC,8/22/2017 20:15,-10.27,5459.33,11.58,,,
AMW-01B,TREC,8/22/2017 20:30,-10.28,5459.32,11.581,,,
AMW-01B,TREC,8/22/2017 20:45,-10.28,5459.32,11.577,,,
AMW-01B,TREC,8/22/2017 21:00,-10.29,5459.31,11.576,,,
AMW-01B,TREC,8/22/2017 21:15,-10.28,5459.32,11.58,,,
AMW-01B,TREC,8/22/2017 21:30,-10.29,5459.31,11.581,,,
AMW-01B,TREC,8/22/2017 21:45,-10.28,5459.32,11.575,,,
AMW-01B,TREC,8/22/2017 22:00,-10.29,5459.31,11.578,,,
AMW-01B,TREC,8/22/2017 22:15,-10.29,5459.31,11.571,,,
AMW-01B,TREC,8/22/2017 22:30,-10.29,5459.31,11.58,,,
AMW-01B,TREC,8/22/2017 22:45,-10.29,5459.31,11.582,,,
AMW-01B,TREC,8/22/2017 23:00,-10.29,5459.31,11.575,,,
AMW-01B,TREC,8/22/2017 23:15,-10.29,5459.31,11.582,,,
AMW-01B,TREC,8/22/2017 23:30,-10.29,5459.31,11.584,,,
AMW-01B,TREC,8/22/2017 23:45,-10.28,5459.32,11.582,,,
AMW-01B,TREC,8/23/2017 0:00,-10.29,5459.31,11.581,,,
AMW-01B,TREC,8/23/2017 0:15,-10.28,5459.32,11.579,,,
AMW-01B,TREC,8/23/2017 0:30,-10.29,5459.31,11.583,,,
AMW-01B,TREC,8/23/2017 0:45,-10.29,5459.31,11.578,,,
AMW-01B,TREC,8/23/2017 1:00,-10.29,5459.31,11.58,,,
AMW-01B,TREC,8/23/2017 1:15,-10.28,5459.32,11.575,,,
AMW-01B,TREC,8/23/2017 1:30,-10.29,5459.31,11.581,,,
AMW-01B,TREC,8/23/2017 1:45,-10.3,5459.3,11.582,,,
AMW-01B,TREC,8/23/2017 2:00,-10.29,5459.31,11.579,,,
AMW-01B,TREC,8/23/2017 2:15,-10.29,5459.31,11.578,,,
AMW-01B,TREC,8/23/2017 2:30,-10.29,5459.31,11.579,,,
AMW-01B,TREC,8/23/2017 2:45,-10.3,5459.3,11.576,,,
AMW-01B,TREC,8/23/2017 3:00,-10.29,5459.31,11.578,,,
AMW-01B,TREC,8/23/2017 3:15,-10.29,5459.31,11.583,,,
AMW-01B,TREC,8/23/2017 3:30,-10.29,5459.31,11.58,,,
AMW-01B,TREC,8/23/2017 3:45,-10.29,5459.31,11.581,,,
AMW-01B,TREC,8/23/2017 4:00,-10.28,5459.32,11.58,,,
AMW-01B,TREC,8/23/2017 4:15,-10.29,5459.31,11.582,,,
AMW-01B,TREC,8/23/2017 4:30,-10.28,5459.32,11.582,,,
AMW-01B,TREC,8/23/2017 4:45,-10.28,5459.32,11.583,,,
AMW-01B,TREC,8/23/2017 5:00,-10.29,5459.31,11.576,,,
AMW-01B,TREC,8/23/2017 5:15,-10.29,5459.31,11.574,,,
AMW-01B,TREC,8/23/2017 5:30,-10.29,5459.31,11.586,,,
AMW-01B,TREC,8/23/2017 5:45,-10.28,5459.32,11.582,,,
AMW-01B,TREC,8/23/2017 6:00,-10.29,5459.31,11.584,,,
AMW-01B,TREC,8/23/2017 6:15,-10.29,5459.31,11.582,,,
AMW-01B,TREC,8/23/2017 6:30,-10.29,5459.31,11.584,,,
AMW-01B,TREC,8/23/2017 6:45,-10.29,5459.31,11.581,,,
AMW-01B,TREC,8/23/2017 7:00,-10.29,5459.31,11.582,,,
AMW-01B,TREC,8/23/2017 7:15,-10.29,5459.31,11.581,,,
AMW-01B,TREC,8/23/2017 7:30,-10.3,5459.3,11.583,,,
AMW-01B,TREC,8/23/2017 7:45,-10.3,5459.3,11.584,,,
AMW-01B,TREC,8/23/2017 8:00,-10.3,5459.3,11.584,,,
AMW-01B,TREC,8/23/2017 8:15,-10.31,5459.29,11.586,,,
AMW-01B,TREC,8/23/2017 8:30,-10.31,5459.29,11.585,,,
AMW-01B,TREC,8/23/2017 8:45,-10.31,5459.29,11.577,,,
AMW-01B,TREC,8/23/2017 9:00,-10.3,5459.3,11.577,,,
AMW-01B,TREC,8/23/2017 9:15,-10.31,5459.29,11.582,,,
AMW-01B,TREC,8/23/2017 9:30,-10.31,5459.29,11.581,,,
AMW-01B,TREC,8/23/2017 9:45,-10.32,5459.28,11.579,,,
AMW-01B,TREC,8/23/2017 10:00,-10.31,5459.29,11.587,,,
AMW-01B,TREC,8/23/2017 10:15,-10.32,5459.28,11.584,,,
AMW-01B,TREC,8/23/2017 10:30,-10.3,5459.3,11.583,,,
AMW-01B,TREC,8/23/2017 10:45,-10.31,5459.29,11.585,,,
AMW-01B,TREC,8/23/2017 11:00,-10.3,5459.3,11.588,,,
AMW-01B,TREC,8/23/2017 11:15,-10.31,5459.29,11.585,,,
AMW-01B,TREC,8/23/2017 11:30,-10.3,5459.3,11.586,,,
AMW-01B,TREC,8/23/2017 11:45,-10.32,5459.28,11.585,,,
AMW-01B,TREC,8/23/2017 12:00,-10.3,5459.3,11.587,,,
AMW-01B,TREC,8/23/2017 12:15,-10.31,5459.29,11.586,,,
AMW-01B,TREC,8/23/2017 12:30,-10.3,5459.3,11.578,,,
AMW-01B,TREC,8/23/2017 12:45,-10.31,5459.29,11.583,,,
AMW-01B,TREC,8/23/2017 13:00,-10.29,5459.31,11.589,,,
AMW-01B,TREC,8/23/2017 13:15,-10.3,5459.3,11.587,,,
AMW-01B,TREC,8/23/2017 13:30,-10.29,5459.31,11.584,,,
AMW-01B,TREC,8/23/2017 13:45,-10.3,5459.3,11.581,,,
AMW-01B,TREC,8/23/2017 14:00,-10.29,5459.31,11.587,,,
AMW-01B,TREC,8/23/2017 14:15,-10.29,5459.31,11.585,,,
AMW-01B,TREC,8/23/2017 14:30,-10.29,5459.31,11.586,,,
AMW-01B,TREC,8/23/2017 14:45,-10.29,5459.31,11.585,,,
AMW-01B,TREC,8/23/2017 15:00,-10.28,5459.32,11.588,,,
AMW-01B,TREC,8/23/2017 15:15,-10.29,5459.31,11.588,,,
AMW-01B,TREC,8/23/2017 15:30,-10.28,5459.32,11.584,,,
AMW-01B,TREC,8/23/2017 15:45,-10.29,5459.31,11.585,,,
AMW-01B,TREC,8/23/2017 16:00,-10.28,5459.32,11.587,,,
AMW-01B,TREC,8/23/2017 16:15,-10.29,5459.31,11.587,,,
AMW-01B,TREC,8/23/2017 16:30,-10.29,5459.31,11.585,,,
AMW-01B,TREC,8/23/2017 16:45,-10.29,5459.31,11.584,,,
AMW-01B,TREC,8/23/2017 17:00,-10.29,5459.31,11.585,,,
AMW-01B,TREC,8/23/2017 17:15,-10.29,5459.31,11.585,,,
AMW-01B,TREC,8/23/2017 17:30,-10.29,5459.31,11.587,,,
AMW-01B,TREC,8/23/2017 17:45,-10.29,5459.31,11.584,,,
AMW-01B,TREC,8/23/2017 18:00,-10.28,5459.32,11.585,,,
AMW-01B,TREC,8/23/2017 18:15,-10.29,5459.31,11.585,,,
AMW-01B,TREC,8/23/2017 18:30,-10.28,5459.32,11.584,,,
AMW-01B,TREC,8/23/2017 18:45,-10.28,5459.32,11.589,,,
AMW-01B,TREC,8/23/2017 19:00,-10.28,5459.32,11.587,,,
AMW-01B,TREC,8/23/2017 19:15,-10.28,5459.32,11.585,,,
AMW-01B,TREC,8/23/2017 19:30,-10.28,5459.32,11.585,,,
AMW-01B,TREC,8/23/2017 19:45,-10.28,5459.32,11.583,,,
AMW-01B,TREC,8/23/2017 20:00,-10.28,5459.32,11.583,,,
AMW-01B,TREC,8/23/2017 20:15,-10.27,5459.33,11.588,,,
AMW-01B,TREC,8/23/2017 20:30,-10.28,5459.32,11.585,,,
AMW-01B,TREC,8/23/2017 20:45,-10.28,5459.32,11.586,,,
AMW-01B,TREC,8/23/2017 21:00,-10.29,5459.31,11.588,,,
AMW-01B,TREC,8/23/2017 21:15,-10.29,5459.31,11.589,,,
AMW-01B,TREC,8/23/2017 21:30,-10.29,5459.31,11.587,,,
AMW-01B,TREC,8/23/2017 21:45,-10.29,5459.31,11.585,,,
AMW-01B,TREC,8/23/2017 22:00,-10.29,5459.31,11.589,,,
AMW-01B,TREC,8/23/2017 22:15,-10.28,5459.32,11.588,,,
AMW-01B,TREC,8/23/2017 22:30,-10.28,5459.32,11.586,,,
AMW-01B,TREC,8/23/2017 22:45,-10.29,5459.31,11.589,,,
AMW-01B,TREC,8/23/2017 23:00,-10.28,5459.32,11.592,,,
AMW-01B,TREC,8/23/2017 23:15,-10.29,5459.31,11.592,,,
AMW-01B,TREC,8/23/2017 23:30,-10.29,5459.31,11.591,,,
AMW-01B,TREC,8/23/2017 23:45,-10.29,5459.31,11.592,,,
AMW-01B,TREC,8/24/2017 0:00,-10.29,5459.31,11.593,,,
AMW-01B,TREC,8/24/2017 0:15,-10.29,5459.31,11.592,,,
AMW-01B,TREC,8/24/2017 0:30,-10.29,5459.31,11.591,,,
AMW-01B,TREC,8/24/2017 0:45,-10.3,5459.3,11.589,,,
AMW-01B,TREC,8/24/2017 1:00,-10.29,5459.31,11.589,,,
AMW-01B,TREC,8/24/2017 1:15,-10.29,5459.31,11.588,,,
AMW-01B,TREC,8/24/2017 1:30,-10.28,5459.32,11.589,,,
AMW-01B,TREC,8/24/2017 1:45,-10.28,5459.32,11.589,,,
AMW-01B,TREC,8/24/2017 2:00,-10.28,5459.32,11.587,,,
AMW-01B,TREC,8/24/2017 2:15,-10.29,5459.31,11.59,,,
AMW-01B,TREC,8/24/2017 2:30,-10.29,5459.31,11.592,,,
AMW-01B,TREC,8/24/2017 2:45,-10.29,5459.31,11.588,,,
AMW-01B,TREC,8/24/2017 3:00,-10.28,5459.32,11.59,,,
AMW-01B,TREC,8/24/2017 3:15,-10.28,5459.32,11.591,,,
AMW-01B,TREC,8/24/2017 3:30,-10.29,5459.31,11.589,,,
AMW-01B,TREC,8/24/2017 3:45,-10.29,5459.31,11.593,,,
AMW-01B,TREC,8/24/2017 4:00,-10.28,5459.32,11.592,,,
AMW-01B,TREC,8/24/2017 4:15,-10.28,5459.32,11.594,,,
AMW-01B,TREC,8/24/2017 4:30,-10.28,5459.32,11.59,,,
AMW-01B,TREC,8/24/2017 4:45,-10.28,5459.32,11.592,,,
AMW-01B,TREC,8/24/2017 5:00,-10.29,5459.31,11.593,,,
AMW-01B,TREC,8/24/2017 5:15,-10.29,5459.31,11.594,,,
AMW-01B,TREC,8/24/2017 5:30,-10.29,5459.31,11.593,,,
AMW-01B,TREC,8/24/2017 5:45,-10.28,5459.32,11.596,,,
AMW-01B,TREC,8/24/2017 6:00,-10.29,5459.31,11.596,,,
AMW-01B,TREC,8/24/2017 6:15,-10.29,5459.31,11.593,,,
AMW-01B,TREC,8/24/2017 6:30,-10.29,5459.31,11.587,,,
AMW-01B,TREC,8/24/2017 6:45,-10.29,5459.31,11.594,,,
AMW-01B,TREC,8/24/2017 7:00,-10.29,5459.31,11.593,,,
AMW-01B,TREC,8/24/2017 7:15,-10.3,5459.3,11.592,,,
AMW-01B,TREC,8/24/2017 7:30,-10.29,5459.31,11.592,,,
AMW-01B,TREC,8/24/2017 7:45,-10.29,5459.31,11.59,,,
AMW-01B,TREC,8/24/2017 8:00,-10.3,5459.3,11.592,,,
AMW-01B,TREC,8/24/2017 8:15,-10.31,5459.29,11.591,,,
AMW-01B,TREC,8/24/2017 8:30,-10.3,5459.3,11.591,,,
AMW-01B,TREC,8/24/2017 8:45,-10.3,5459.3,11.591,,,
AMW-01B,TREC,8/24/2017 9:00,-10.29,5459.31,11.591,,,
AMW-01B,TREC,8/24/2017 9:15,-10.3,5459.3,11.59,,,
AMW-01B,TREC,8/24/2017 9:30,-10.3,5459.3,11.595,,,
AMW-01B,TREC,8/24/2017 9:45,-10.3,5459.3,11.594,,,
AMW-01B,TREC,8/24/2017 10:00,-10.3,5459.3,11.595,,,
AMW-01B,TREC,8/24/2017 10:15,-10.3,5459.3,11.595,,,
AMW-01B,TREC,8/24/2017 10:30,-10.3,5459.3,11.595,,,
AMW-01B,TREC,8/24/2017 10:45,-10.3,5459.3,11.59,,,
AMW-01B,TREC,8/24/2017 11:00,-10.3,5459.3,11.593,,,
AMW-01B,TREC,8/24/2017 11:15,-10.3,5459.3,11.593,,,
AMW-01B,TREC,8/24/2017 11:30,-10.3,5459.3,11.595,,,
AMW-01B,TREC,8/24/2017 11:45,-10.3,5459.3,11.595,,,
AMW-01B,TREC,8/24/2017 12:00,-10.29,5459.31,11.591,,,
AMW-01B,TREC,8/24/2017 12:15,-10.3,5459.3,11.596,,,
AMW-01B,TREC,8/24/2017 12:30,-10.29,5459.31,11.594,,,
AMW-01B,TREC,8/24/2017 12:45,-10.27,5459.33,11.597,,,
AMW-01B,TREC,8/24/2017 13:00,-10.29,5459.31,11.598,,,
AMW-01B,TREC,8/24/2017 13:15,-10.28,5459.32,11.596,,,
AMW-01B,TREC,8/24/2017 13:30,-10.29,5459.31,11.592,,,
AMW-01B,TREC,8/24/2017 13:45,-10.29,5459.31,11.595,,,
AMW-01B,TREC,8/24/2017 14:00,-10.29,5459.31,11.595,,,
AMW-01B,TREC,8/24/2017 14:15,-10.3,5459.3,11.595,,,
AMW-01B,TREC,8/24/2017 14:30,-10.29,5459.31,11.597,,,
AMW-01B,TREC,8/24/2017 14:45,-10.28,5459.32,11.597,,,
AMW-01B,TREC,8/24/2017 15:00,-10.29,5459.31,11.598,,,
AMW-01B,TREC,8/24/2017 15:15,-10.3,5459.3,11.597,,,
AMW-01B,TREC,8/24/2017 15:30,-10.29,5459.31,11.598,,,
AMW-01B,TREC,8/24/2017 15:45,-10.3,5459.3,11.596,,,
AMW-01B,TREC,8/24/2017 16:00,-10.29,5459.31,11.597,,,
AMW-01B,TREC,8/24/2017 16:15,-10.29,5459.31,11.597,,,
AMW-01B,TREC,8/24/2017 16:30,-10.28,5459.32,11.596,,,
AMW-01B,TREC,8/24/2017 16:45,-10.29,5459.31,11.596,,,
AMW-01B,TREC,8/24/2017 17:00,-10.29,5459.31,11.596,,,
AMW-01B,TREC,8/24/2017 17:15,-10.3,5459.3,11.596,,,
AMW-01B,TREC,8/24/2017 17:30,-10.28,5459.32,11.596,,,
AMW-01B,TREC,8/24/2017 17:45,-10.28,5459.32,11.596,,,
AMW-01B,TREC,8/24/2017 18:00,-10.28,5459.32,11.595,,,
AMW-01B,TREC,8/24/2017 18:15,-10.28,5459.32,11.595,,,
AMW-01B,TREC,8/24/2017 18:30,-10.28,5459.32,11.596,,,
AMW-01B,TREC,8/24/2017 18:45,-10.28,5459.32,11.595,,,
AMW-01B,TREC,8/24/2017 19:00,-10.28,5459.32,11.594,,,
AMW-01B,TREC,8/24/2017 19:15,-10.29,5459.31,11.593,,,
AMW-01B,TREC,8/24/2017 19:30,-10.29,5459.31,11.594,,,
AMW-01B,TREC,8/24/2017 19:45,-10.28,5459.32,11.596,,,
AMW-01B,TREC,8/24/2017 20:00,-10.28,5459.32,11.595,,,
AMW-01B,TREC,8/24/2017 20:15,-10.25,5459.35,11.594,,,
AMW-01B,TREC,8/24/2017 20:30,-10.26,5459.34,11.593,,,
AMW-01B,TREC,8/24/2017 20:45,-10.2,5459.4,11.593,,,
AMW-01B,TREC,8/24/2017 21:00,-10.3,5459.3,11.596,,,
AMW-01B,TREC,8/24/2017 21:15,-10.33,5459.27,11.596,,,
AMW-01B,TREC,8/24/2017 21:30,-10.3,5459.3,11.601,,,
AMW-01B,TREC,8/24/2017 21:45,-10.3,5459.3,11.598,,,
AMW-01B,TREC,8/24/2017 22:00,-10.29,5459.31,11.602,,,
AMW-01B,TREC,8/24/2017 22:15,-10.29,5459.31,11.596,,,
AMW-01B,TREC,8/24/2017 22:30,-10.29,5459.31,11.6,,,
AMW-01B,TREC,8/24/2017 22:45,-10.29,5459.31,11.597,,,
AMW-01B,TREC,8/24/2017 23:00,-10.29,5459.31,11.597,,,
AMW-01B,TREC,8/24/2017 23:15,-10.28,5459.32,11.597,,,
AMW-01B,TREC,8/24/2017 23:30,-10.29,5459.31,11.597,,,
AMW-01B,TREC,8/24/2017 23:45,-10.29,5459.31,11.596,,,
AMW-01B,TREC,8/25/2017 0:00,-10.3,5459.3,11.596,,,
AMW-01B,TREC,8/25/2017 0:15,-10.3,5459.3,11.597,,,
AMW-01B,TREC,8/25/2017 0:30,-10.29,5459.31,11.598,,,
AMW-01B,TREC,8/25/2017 0:45,-10.29,5459.31,11.598,,,
AMW-01B,TREC,8/25/2017 1:00,-10.3,5459.3,11.6,,,
AMW-01B,TREC,8/25/2017 1:15,-10.3,5459.3,11.6,,,
AMW-01B,TREC,8/25/2017 1:30,-10.29,5459.31,11.601,,,
AMW-01B,TREC,8/25/2017 1:45,-10.28,5459.32,11.599,,,
AMW-01B,TREC,8/25/2017 2:00,-10.29,5459.31,11.596,,,
AMW-01B,TREC,8/25/2017 2:15,-10.28,5459.32,11.597,,,
AMW-01B,TREC,8/25/2017 2:30,-10.29,5459.31,11.599,,,
AMW-01B,TREC,8/25/2017 2:45,-10.29,5459.31,11.599,,,
AMW-01B,TREC,8/25/2017 3:00,-10.29,5459.31,11.598,,,
AMW-01B,TREC,8/25/2017 3:15,-10.29,5459.31,11.6,,,
AMW-01B,TREC,8/25/2017 3:30,-10.29,5459.31,11.6,,,
AMW-01B,TREC,8/25/2017 3:45,-10.29,5459.31,11.601,,,
AMW-01B,TREC,8/25/2017 4:00,-10.29,5459.31,11.599,,,
AMW-01B,TREC,8/25/2017 4:15,-10.3,5459.3,11.602,,,
AMW-01B,TREC,8/25/2017 4:30,-10.29,5459.31,11.603,,,
AMW-01B,TREC,8/25/2017 4:45,-10.29,5459.31,11.603,,,
AMW-01B,TREC,8/25/2017 5:00,-10.29,5459.31,11.599,,,
AMW-01B,TREC,8/25/2017 5:15,-10.29,5459.31,11.6,,,
AMW-01B,TREC,8/25/2017 5:30,-10.3,5459.3,11.599,,,
AMW-01B,TREC,8/25/2017 5:45,-10.3,5459.3,11.601,,,
AMW-01B,TREC,8/25/2017 6:00,-10.29,5459.31,11.599,,,
AMW-01B,TREC,8/25/2017 6:15,-10.28,5459.32,11.6,,,
AMW-01B,TREC,8/25/2017 6:30,-10.29,5459.31,11.6,,,
AMW-01B,TREC,8/25/2017 6:45,-10.28,5459.32,11.602,,,
AMW-01B,TREC,8/25/2017 7:00,-10.29,5459.31,11.604,,,
AMW-01B,TREC,8/25/2017 7:15,-10.3,5459.3,11.601,,,
AMW-01B,TREC,8/25/2017 7:30,-10.29,5459.31,11.603,,,
AMW-01B,TREC,8/25/2017 7:45,-10.28,5459.32,11.599,,,
AMW-01B,TREC,8/25/2017 8:00,-10.29,5459.31,11.602,,,
AMW-01B,TREC,8/25/2017 8:15,-10.3,5459.3,11.601,,,
AMW-01B,TREC,8/25/2017 8:30,-10.29,5459.31,11.601,,,
AMW-01B,TREC,8/25/2017 8:45,-10.3,5459.3,11.601,,,
AMW-01B,TREC,8/25/2017 9:00,-10.3,5459.3,11.602,,,
AMW-01B,TREC,8/25/2017 9:15,-10.3,5459.3,11.601,,,
AMW-01B,TREC,8/25/2017 9:30,-10.3,5459.3,11.604,,,
AMW-01B,TREC,8/25/2017 9:45,-10.3,5459.3,11.604,,,
AMW-01B,TREC,8/25/2017 10:00,-10.3,5459.3,11.604,,,
AMW-01B,TREC,8/25/2017 10:15,-10.3,5459.3,11.604,,,
AMW-01B,TREC,8/25/2017 10:30,-10.3,5459.3,11.603,,,
AMW-01B,TREC,8/25/2017 10:45,-10.31,5459.29,11.601,,,
AMW-01B,TREC,8/25/2017 11:00,-10.3,5459.3,11.601,,,
AMW-01B,TREC,8/25/2017 11:15,-10.32,5459.28,11.601,,,
AMW-01B,TREC,8/25/2017 11:30,-10.3,5459.3,11.602,,,
AMW-01B,TREC,8/25/2017 11:45,-10.3,5459.3,11.602,,,
AMW-01B,TREC,8/25/2017 12:00,-10.3,5459.3,11.602,,,
AMW-01B,TREC,8/25/2017 12:15,-10.3,5459.3,11.602,,,
AMW-01B,TREC,8/25/2017 12:30,-10.3,5459.3,11.604,,,
AMW-01B,TREC,8/25/2017 12:45,-10.3,5459.3,11.604,,,
AMW-01B,TREC,8/25/2017 13:00,-10.29,5459.31,11.604,,,
AMW-01B,TREC,8/25/2017 13:15,-10.3,5459.3,11.605,,,
AMW-01B,TREC,8/25/2017 13:30,-10.29,5459.31,11.605,,,
AMW-01B,TREC,8/25/2017 13:45,-10.3,5459.3,11.606,,,
AMW-01B,TREC,8/25/2017 14:00,-10.29,5459.31,11.604,,,
AMW-01B,TREC,8/25/2017 14:15,-10.27,5459.33,11.602,,,
AMW-01B,TREC,8/25/2017 14:30,-10.3,5459.3,11.603,,,
AMW-01B,TREC,8/25/2017 14:45,-10.3,5459.3,11.603,,,
AMW-01B,TREC,8/25/2017 15:00,-10.3,5459.3,11.603,,,
